Business Name,Home page,Social Links,Units as of 2022,2023 Rank,2022 Rank
Code Ninjas,https://www.entrepreneur.com/franchises/directory/code-ninjas/335093,"https://www.facebook.com/codeninjas,https://twitter.com/codeninjas,https://www.linkedin.com/company/codeninjas,https://www.instagram.com/codeninjas,https://www.youtube.com/codeninjas",391,316,494
Blaze Pizza,https://www.entrepreneur.com/franchises/directory/blaze-pizza/334130,"https://www.facebook.com/blazepizza,https://twitter.com/blazepizza,https://www.linkedin.com/company/blazepizza,https://www.instagram.com/blazepizza",336,318,264
Zips Cleaners,https://www.entrepreneur.com/franchises/directory/zips-cleaners/333920,"https://www.facebook.com/zipscleaners,https://twitter.com/zipscleaners,https://www.linkedin.com/company/zipsfranchising,https://www.instagram.com/zipscleaners,https://www.youtube.com/c/zipscleaners",66,319,312
Baymont by Wyndham,https://www.entrepreneur.com/franchises/directory/baymont-by-wyndham/282161,"https://www.facebook.com/baymontinns,https://twitter.com/baymontinns",513,320,225
Units Moving and Portable Storage,https://www.entrepreneur.com/franchises/directory/units-moving-and-portable-storage/329073,"https://www.facebook.com/unitsmovingandstorage,https://twitter.com/unitsstorage,https://www.linkedin.com/company/units-moving-and-portable-storage-inc-,https://www.instagram.com/unitsstorage,https://www.youtube.com/channel/UCaI2WjumTaL0Bf6Ng1IYKmQ",61,322,353
Snapology,https://www.entrepreneur.com/franchises/directory/snapology/334819,"https://www.facebook.com/snapologyhq,https://twitter.com/snapology123,https://www.linkedin.com/company/snapology,https://www.instagram.com/snapologyhq,https://www.youtube.com/user/snapology",163,321,309
Challenge Island,https://www.entrepreneur.com/franchises/directory/challenge-island/335225,"https://www.facebook.com/ChallengeIslandHQ,https://twitter.com/cig_hq,https://www.linkedin.com/company/8642757,https://www.instagram.com/challengeisland,https://www.youtube.com/channel/UCPbjxqZtLZkVw_Os8YlF0HA",186,324,409
Days Inn by Wyndham,https://www.entrepreneur.com/franchises/directory/days-inn-by-wyndham/282270,"https://www.facebook.com/daysinn,https://twitter.com/daysinn,https://www.instagram.com/daysinn","1,559",325,293
FirstLight Home Care,https://www.entrepreneur.com/franchises/directory/firstlight-home-care/333829,"https://www.facebook.com/firstlighthomecare,https://twitter.com/firstlightcare,https://www.linkedin.com/company/firstlight-homecare,https://www.youtube.com/user/firstlighthomecare,https://www.pinterest.com/firstlightcare",189,327,121
Metal Supermarkets,https://www.entrepreneur.com/franchises/directory/metal-supermarkets/282579,"https://www.facebook.com/metalsupermarkets,https://twitter.com/metalsupermrkts,https://www.linkedin.com/company/metal-supermarkets-franchising-group/,https://www.instagram.com/metalsupermarkets,https://www.youtube.com/c/metalsupermarkets",115,326,287
PostNet,https://www.entrepreneur.com/franchises/directory/postnet/282710,"https://www.facebook.com/postnet,https://twitter.com/postnet,https://www.linkedin.com/company/postnet,https://www.instagram.com/postnetnorthamerica",663,332,374
AmericInn by Wyndham,https://www.entrepreneur.com/franchises/directory/americinn-by-wyndham/329606,"https://www.facebook.com/americinn,https://twitter.com/americinn,https://www.instagram.com/americinnbywyndham",206,329,487
Premier Pools & Spas,https://www.entrepreneur.com/franchises/directory/premier-pools-spas/335195,"https://www.facebook.com/premierpools,https://twitter.com/PremierPoolsUS,https://www.linkedin.com/company/premier-pools-and-spa,https://www.instagram.com/premierpoolsandspas",119,330,279
Nekter Juice Bar,https://www.entrepreneur.com/franchises/directory/nekter-juice-bar/334966,"https://www.facebook.com/nekterjuicebar,https://twitter.com/nekterjuicebar,https://www.linkedin.com/company/nekter-juice-bar,https://www.instagram.com/nekterjuicebar,https://www.youtube.com/nekterjuicebar",186,335,186
Made in the Shade Blinds and More,https://www.entrepreneur.com/franchises/directory/made-in-the-shade-blinds-and-more/334528,https://www.facebook.com/mitsblindsandmore,135,331,236
National Property Inspections,https://www.entrepreneur.com/franchises/directory/national-property-inspections/282623,"https://www.facebook.com/npifranchise,https://twitter.com/npifranchise,https://www.linkedin.com/company/npifranchise,https://www.instagram.com/npifranchise,https://www.youtube.com/npisocial",223,336,244
Grease Monkey,https://www.entrepreneur.com/franchises/directory/grease-monkey/282390,"https://www.facebook.com/greasemonkeyintl,https://twitter.com/greasemonkeyint,https://www.linkedin.com/company/grease-monkey-international-inc-,https://www.instagram.com/greasemonkeyintl",502,182,126
School of Rock,https://www.entrepreneur.com/franchises/directory/school-of-rock/333874,"https://www.facebook.com/schoolofrockusa,https://twitter.com/schoolofrockusa,https://www.linkedin.com/company/school-of-rock,https://www.instagram.com/schoolofrock,https://www.youtube.com/schoolofrockusa",321,183,184
Sanford Rose Associates,https://www.entrepreneur.com/franchises/directory/sanford-rose-associates/282774,"https://www.facebook.com/sanfordroseassociates,https://twitter.com/sanfordrose,https://www.linkedin.com/company/sanford-rose-associates-international-inc",163,184,145
Weed Man,https://www.entrepreneur.com/franchises/directory/weed-man/282930,"https://www.facebook.com/weedmanusa,https://twitter.com/weedmanusa,https://www.linkedin.com/company/weed-man-lawn-care,https://www.instagram.com/weedman_lawncare,https://www.youtube.com/c/weedmanlawncare,https://www.pinterest.com/weedmanlawncare",332,185,171
Corvus Janitorial Systems,https://www.entrepreneur.com/franchises/directory/corvus-janitorial-systems/335486,"https://www.facebook.com/corvuscleaning,https://twitter.com/CorvusCleaning,https://www.linkedin.com/company/corvus-janitorial-systems,https://www.instagram.com/corvus_janitorial_franchising,https://www.youtube.com/channel/UCb0MM2n4Al_p1ihFqHq6a0g","1,727",190,364
Checkers and Rally's,https://www.entrepreneur.com/franchises/directory/checkers-and-rallys/315402,"https://www.facebook.com/checkersrallys,https://twitter.com/checkersrallys,https://www.linkedin.com/company/checkers-&-rally’s-drive-in-restaurants,https://www.instagram.com/checkersrallys",834,188,247
Glass Doctor,https://www.entrepreneur.com/franchises/directory/glass-doctor/282374,"https://www.facebook.com/glassdoctor,https://twitter.com/glassdoctor,https://www.linkedin.com/company/glass-doctor,https://www.youtube.com/user/glassdoctorcorp,https://www.pinterest.com/glassdoctor",189,180,232
Real Property Management,https://www.entrepreneur.com/franchises/directory/real-property-management/333990,"https://www.facebook.com/realpropertymanagementusa,https://twitter.com/realpropertymgt,https://www.linkedin.com/company/real-property-management-franchise,https://www.youtube.com/user/realpropertymgtar",399,187,196
Pure Barre,https://www.entrepreneur.com/franchises/directory/pure-barre/334190,"https://www.facebook.com/purebarre,https://twitter.com/pure_barre,https://www.linkedin.com/company/pure-barre,https://www.instagram.com/pure_barre,https://www.youtube.com/purebarrecompany",621,181,222
L&L Hawaiian Barbecue,https://www.entrepreneur.com/franchises/directory/ll-hawaiian-barbecue/317778,"https://www.facebook.com/hawaiianbarbecue,https://twitter.com/hawaiianbbq,https://www.instagram.com/llhawaiianbbq",213,189,199
Leadership Management International,https://www.entrepreneur.com/franchises/directory/leadership-management-international/282523,"https://www.facebook.com/lmiworld,https://twitter.com/lmi_inc,https://www.linkedin.com/company/leadership-management-international-inc.,https://www.instagram.com/lmi.world,https://www.youtube.com/leadershipmanagementinternational",483,191,164
Lightbridge Academy,https://www.entrepreneur.com/franchises/directory/lightbridge-academy/334069,"https://www.facebook.com/lightbridgeacademy,https://twitter.com/lightbridgeacad,https://www.linkedin.com/company/lightbridge-academy,https://www.instagram.com/lightbridgeacademy,https://www.youtube.com/lightbridgeacademy,https://www.pinterest.com/lightbridgeacad",64,192,217
Super 8 by Wyndham,https://www.entrepreneur.com/franchises/directory/super-8-by-wyndham/282845,"https://www.facebook.com/super8,https://twitter.com/super8,https://www.instagram.com/super8","2,693",186,162
NextHome,https://www.entrepreneur.com/franchises/directory/nexthome/335632,"https://www.facebook.com/nexthomerealestate,https://twitter.com/nexthomere,https://www.linkedin.com/company/nexthome,https://www.instagram.com/nexthomerealestate,https://www.youtube.com/user/nexthomere,https://www.pinterest.com/nexthomere",578,194,108
Dippin' Dots,https://www.entrepreneur.com/franchises/directory/dippin-dots/289468,"https://www.facebook.com/dippindots,https://twitter.com/dippindots,https://www.linkedin.com/company/dippindots,https://www.instagram.com/dippindots,https://www.youtube.com/dippindotsicecream,https://www.pinterest.com/dippindots",235,195,223
Uptown Cheapskate,https://www.entrepreneur.com/franchises/directory/uptown-cheapskate/333742,"https://www.facebook.com/uptowncheapskate,https://twitter.com/uptowncheap",102,200,178
YESCO Sign & Lighting Service,https://www.entrepreneur.com/franchises/directory/yesco-sign-lighting-service/334211,"https://www.facebook.com/yescosigns,https://twitter.com/yesco_signs",102,198,179
Deka Lash,https://www.entrepreneur.com/franchises/directory/deka-lash/335014,"https://www.facebook.com/dekalashes,https://twitter.com/dekalashes,https://www.linkedin.com/company/deka-lash,https://www.instagram.com/dekalashes,https://www.pinterest.com/dekalashhq",125,338,332
Tailored Living,https://www.entrepreneur.com/franchises/directory/tailored-living/329076,"https://www.facebook.com/tailoredliving,https://twitter.com/tailoredliving,https://www.linkedin.com/company/tailored-living,https://www.instagram.com/tailoredliving,https://www.pinterest.com/tailoredliving",191,339,437
AAMCO Transmissions and Total Car Care,https://www.entrepreneur.com/franchises/directory/aamco-transmissions-and-total-car-care/282060,"https://www.facebook.com/AAMCO,https://www.linkedin.com/company/aamco,https://www.youtube.com/channel/UCK5xG61avCBuzugHr3Zqn5w/featured",568,196,249
Fibrenew,https://www.entrepreneur.com/franchises/directory/fibrenew/282344,"https://www.facebook.com/fibrenew,https://twitter.com/fibrenew_intl,https://www.linkedin.com/company/fibrenew,https://www.instagram.com/fibrenew,https://www.youtube.com/c/fibrenew",302,193,215
ASP-America's Swimming Pool Company,https://www.entrepreneur.com/franchises/directory/asp-americas-swimming-pool-company/329032,"https://www.facebook.com/asppoolco,https://twitter.com/americaspoolco,https://www.linkedin.com/company/asp---america%27s-swimming-pool-company,https://www.instagram.com/asppoolco,https://www.youtube.com/aspfranchise,https://www.pinterest.com/aspfranchising",345,197,117
Unishippers,https://www.entrepreneur.com/franchises/directory/unishippers/282909,"https://www.facebook.com/unishippers,https://twitter.com/unishippers,https://www.linkedin.com/company/unishippers,https://www.instagram.com/unishipperscorp,https://www.youtube.com/channel/UCdQsWvMliCNAm8OQwESmbVg",278,341,485
Auntie Anne's,https://www.entrepreneur.com/franchises/directory/auntie-annes/282109,"https://www.facebook.com/auntieannespretzels,https://twitter.com/auntieannes,https://www.linkedin.com/company/auntie-anne,https://www.instagram.com/auntieannespretzels","1,930",199,390
Destination Athlete,https://www.entrepreneur.com/franchises/directory/destination-athlete/334635,"https://www.facebook.com/destinationathlete,https://www.linkedin.com/company/destination-athlete,https://www.instagram.com/destinationathlete,https://www.youtube.com/user/destinationathlete",207,344,205
Color Glo,https://www.entrepreneur.com/franchises/directory/color-glo/282168,"https://www.facebook.com/color.glo,https://twitter.com/colorglo,https://www.linkedin.com/company/703772,https://www.instagram.com/colorglointernational,https://www.youtube.com/channel/UCx0VuYqEDqEN7oExUlSmS2A/videos,https://www.pinterest.com/colorglointerna",127,342,370
Slumberland,https://www.entrepreneur.com/franchises/directory/slumberland/282801,"https://www.facebook.com/slumberlandfurniturestores,https://twitter.com/slumberland",123,340,309
Plato's Closet,https://www.entrepreneur.com/franchises/directory/platos-closet/282703,"https://www.facebook.com/platoscloset,https://twitter.com/platoscloset,https://www.linkedin.com/company/plato-s-closet,https://www.instagram.com/platoscloset,https://www.youtube.com/platosclosettv,https://www.pinterest.com/platoscloset",497,343,354
Children's Lighthouse,https://www.entrepreneur.com/franchises/directory/childrens-lighthouse/284270,"https://www.facebook.com/childrenslighthouse,https://www.linkedin.com/company/childrens-lighthouse,https://www.instagram.com/childrens_lighthouse,https://www.youtube.com/childrenslighthouse",66,349,413
Toro Taxes,https://www.entrepreneur.com/franchises/directory/toro-taxes/336064,"https://www.facebook.com/torotaxes,https://www.linkedin.com/company/toro-taxes,https://www.instagram.com/torotaxesfranchise_official,https://www.youtube.com/c/ToroTaxes",195,454,396
Z Plumberz,https://www.entrepreneur.com/franchises/directory/z-plumberz/336426,"https://www.facebook.com/zplumberzcorp,https://twitter.com/zplumberzcorp,https://www.youtube.com/channel/UCbv-E4vyv3h9CuPDNciVFiw",21,453,477
PrimoHoagies,https://www.entrepreneur.com/franchises/directory/primohoagies/334517,"https://www.facebook.com/primohoagies,https://twitter.com/primohoagies,https://www.instagram.com/primohoagies",101,456,385
Jet-Black/Yellow Dawg Striping,https://www.entrepreneur.com/franchises/directory/jet-blackyellow-dawg-striping/282477,"https://www.facebook.com/jet-black-sealcoating-Asphalt-Repair-190374516199,https://twitter.com/myjetblack,https://www.linkedin.com/company/28636118,https://www.instagram.com/myjetblack,https://www.youtube.com/channel/UCQdFzdyXpM-dKI56RDoChhQ,https://www.pinterest.com/JetBlackHeadquarters/_created",126,345,308
DPF Alternatives,https://www.entrepreneur.com/franchises/directory/dpf-alternatives/335533,https://www.facebook.com/dpfalternatives,56,458,398
Board & Brush Creative Studio,https://www.entrepreneur.com/franchises/directory/board-brush-creative-studio/335169,"https://www.facebook.com/boardandbrushcorporate,https://twitter.com/boardandbrushcs,https://www.linkedin.com/company/board-&-brush-creative-studio,https://www.instagram.com/boardandbrushcs,https://www.youtube.com/channel/UC1npDAY8K3qeAVVEsQizsVw,https://www.pinterest.com/bbcreativestudio",255,457,327
HomeWell Care Services,https://www.entrepreneur.com/franchises/directory/homewell-care-services/329227,"https://www.facebook.com/homewellfranchise,https://twitter.com/homewell_cares,https://www.linkedin.com/company/homewell-care-services,https://www.instagram.com/homewellfranchising,https://www.youtube.com/homewellfranchising",106,347,266
One Hour Heating & Air Conditioning,https://www.entrepreneur.com/franchises/directory/one-hour-heating-air-conditioning/315756,"https://www.facebook.com/onehourheatandair,https://twitter.com/onehourheatair,https://www.linkedin.com/company/clockwork-home-services,https://www.instagram.com/onehourheatair,https://www.youtube.com/channel/UCTbwsdC5RUzSc-YVdK8ypPA,https://www.pinterest.com/OneHourHeatAir/_saved",375,455,315
Kolache Factory,https://www.entrepreneur.com/franchises/directory/kolache-factory/321448,"https://www.facebook.com/kolachefactory,https://twitter.com/kolachefactory,https://www.linkedin.com/company/kolache-factory,https://www.instagram.com/kolachefactory,https://www.youtube.com/channel/UCA_ITlc0uR7oE8lcSZB3TVA,https://www.pinterest.com/kolachefactory",59,459,372
Straw Hat Pizza,https://www.entrepreneur.com/franchises/directory/straw-hat-pizza/282833,"https://www.facebook.com/strawhatpizzarestaurants,https://twitter.com/strawhatpizza,https://www.linkedin.com/company/straw-hat-pizza,https://www.instagram.com/strawhatpizzaca,https://www.youtube.com/user/StrawHatRestaurant",29,451,425
Dale Carnegie,https://www.entrepreneur.com/franchises/directory/dale-carnegie/312069,"https://www.facebook.com/DaleCarnegie1912,https://twitter.com/dalecarnegie,https://www.linkedin.com/school/dale-carnegie-training,https://www.instagram.com/dalecarnegietraining,https://www.youtube.com/user/pal8583",220,350,358
Ledo Pizza,https://www.entrepreneur.com/franchises/directory/ledo-pizza/282526,"https://www.facebook.com/ledopizza,https://twitter.com/ledopizza,https://www.linkedin.com/company/ledo-pizza,https://www.instagram.com/ledopizza,https://www.youtube.com/channel/UCaK-OjkwUxpoCpbX7yETV3g",111,462,441
Bar-B-Cutie SmokeHouse,https://www.entrepreneur.com/franchises/directory/bar-b-cutie-smokehouse/315280,"https://www.facebook.com/barbcutie,https://twitter.com/barbcutie,https://www.instagram.com/barbcutie",12,461,440
SoBol,https://www.entrepreneur.com/franchises/directory/sobol/335244,"https://www.facebook.com/sobolfranchise,https://twitter.com/sobolacai,https://www.instagram.com/sobol_inc",59,465,486
Zoom Room,https://www.entrepreneur.com/franchises/directory/zoom-room/333801,"https://www.facebook.com/zoomroom,https://twitter.com/zoomroom,https://www.linkedin.com/company/zoom-room-dog-training,https://www.instagram.com/zoomroom,https://www.youtube.com/zoomroom,https://www.pinterest.com/zoomroom",29,464,432
ATAX,https://www.entrepreneur.com/franchises/directory/atax/334369,"https://www.facebook.com/ataxfranchise,https://twitter.com/atax_franchise,https://www.linkedin.com/company/atax-franchise,https://www.instagram.com/atax_franchise,https://www.youtube.com/c/ataxfranchise",83,466,471
Drama Kids,https://www.entrepreneur.com/franchises/directory/drama-kids/289721,"https://www.facebook.com/dramakids,https://twitter.com/dramakidsintl,https://www.linkedin.com/company/drama-kids-international,https://www.instagram.com/drama_kids_international,https://www.youtube.com/dramakidsintl",206,469,287
Ellianos Coffee,https://www.entrepreneur.com/franchises/directory/ellianos-coffee/326567,"https://www.facebook.com/ellianos,https://twitter.com/ellianos,https://www.linkedin.com/company/ellianos-coffee-company,https://www.instagram.com/ellianos,https://www.youtube.com/channel/UCwptMWbGbsogBumZn4_WRyw",26,471,489
Rita's Italian Ice,https://www.entrepreneur.com/franchises/directory/ritas-italian-ice/282761,"https://www.facebook.com/ritasitalianicecompany,https://twitter.com/ritasitalianice,https://www.linkedin.com/company/rita%27s-italian-ice,https://www.instagram.com/ritasice,https://www.youtube.com/user/ritasitalianice,https://www.pinterest.com/ritasitalianice",542,473,94
Prism Specialties,https://www.entrepreneur.com/franchises/directory/prism-specialties/336097,"https://www.facebook.com/prismspecialties,https://twitter.com/prismrestores,https://www.linkedin.com/company/prism-specialties,https://www.instagram.com/prismspecialties,https://www.youtube.com/channel/UCDaMxCf_azWGTelpQjUxb0w",160,467,448
Mister Sparky,https://www.entrepreneur.com/franchises/directory/mister-sparky/329433,"https://www.facebook.com/mistersparky,https://twitter.com/mistersparky1,https://www.linkedin.com/company/mistersparkyelectric,https://www.instagram.com/mister_sparky_corp,https://www.youtube.com/channel/UChc64_8-2aVKb8qKL6bfPrQ",132,475,420
True REST Spa,https://www.entrepreneur.com/franchises/directory/true-rest-spa/335539,"https://www.facebook.com/truerest,https://twitter.com/truerest,https://www.linkedin.com/company/true-rest,https://www.instagram.com/truerest,https://www.youtube.com/truerest",46,472,499
Asurion Tech Repair & Solutions,https://www.entrepreneur.com/franchises/directory/asurion-tech-repair-solutions/334248,"https://www.facebook.com/ubreakifix,https://twitter.com/ubreakifix,https://www.linkedin.com/company/ubreakifix,https://www.instagram.com/ubreakifix,https://www.youtube.com/ubreakifixco",837,477,203
Black Bear Diner,https://www.entrepreneur.com/franchises/directory/black-bear-diner/333302,"https://www.facebook.com/blackbeardiner,https://twitter.com/blackbeardiner,https://www.linkedin.com/company/black-bear-diners-inc,https://www.instagram.com/blackbeardiner,https://www.youtube.com/user/blackbeardiner,https://www.pinterest.com/blackbeardiner",146,470,377
We Insure,https://www.entrepreneur.com/franchises/directory/we-insure/334027,"https://www.facebook.com/weinsurellc,https://twitter.com/weInsuregroup,https://www.linkedin.com/company/851230,https://www.instagram.com/weinsuregroup,https://www.youtube.com/channel/UCOU5AoP1OTT7h70SurE5B_g,https://www.pinterest.com/connect0002",192,474,321
Synergy HomeCare,https://www.entrepreneur.com/franchises/directory/synergy-homecare/321452,"https://www.facebook.com/synergyhomecare,https://twitter.com/synergyhomecare,https://www.linkedin.com/company/synergy-homecare,https://www.instagram.com/synergyhomecare,https://www.youtube.com/user/synergyhomecare,https://www.pinterest.com/synergyhomecare",396,483,416
Shack Shine,https://www.entrepreneur.com/franchises/directory/shack-shine/334964,"https://www.facebook.com/shack-shine,https://twitter.com/shackshineco,https://www.linkedin.com/company/shack-shine,https://www.instagram.com/shackshine,https://www.youtube.com/channel/UCzAxrGd4wciqv9mtEc2pn6Q",66,478,395
30 Minute Hit,https://www.entrepreneur.com/franchises/directory/30-minute-hit/335117,"https://www.facebook.com/30minutehit,https://twitter.com/30minutehit,https://www.linkedin.com/company/30minutehit,https://www.instagram.com/30minutehit,https://www.youtube.com/30minutehit",76,482,351
Decorating Den Interiors,https://www.entrepreneur.com/franchises/directory/decorating-den-interiors/282276,"https://www.facebook.com/decoratingden,https://twitter.com/decoratingden,https://www.linkedin.com/company/decorating-den-interiors,https://www.instagram.com/decoratingden,https://www.youtube.com/user/DecoratingDen,https://www.pinterest.com/decoratingdencorporate/_created",250,485,433
Pool Scouts,https://www.entrepreneur.com/franchises/directory/pool-scouts/335366,"https://www.facebook.com/poolscouts,https://www.linkedin.com/company/pool-scouts,https://www.instagram.com/poolscouts,https://www.youtube.com/poolscouts",69,490,475
Pokeworks,https://www.entrepreneur.com/franchises/directory/pokeworks/335155,"https://www.facebook.com/pokeworksco,https://twitter.com/pokeworksco,https://www.linkedin.com/company/pokeworks,https://www.instagram.com/pokeworksco,https://www.youtube.com/channel/UC8-IcCFdYCalyVXc99JS0Og",65,481,378
Fuzzy's Taco Shop,https://www.entrepreneur.com/franchises/directory/fuzzys-taco-shop/330694,"https://www.facebook.com/fuzzystacoshop,https://twitter.com/fuzzystacoshop,https://www.linkedin.com/company/fuzzy%27s-taco-shop,https://www.instagram.com/fuzzystacoshop",137,487,339
Mint Condition,https://www.entrepreneur.com/franchises/directory/mint-condition/327878,https://www.facebook.com/Mint-Condition-Franchising-Inc-129430537109433,409,479,446
The Little Gym,https://www.entrepreneur.com/franchises/directory/little-gym-the/282535,"https://www.facebook.com/thelittlegym,https://twitter.com/thelittlegym,https://www.linkedin.com/company/the-little-gym-international-inc,https://www.instagram.com/thelittlegym,https://www.youtube.com/user/officialthelittlegym,https://www.pinterest.com/thelittlegym",345,489,398
TruBlue Total House Care,https://www.entrepreneur.com/franchises/directory/trublue-total-house-care/334462,"https://www.facebook.com/trubluehousecare,https://www.linkedin.com/company/trublue-total-house-care,https://www.youtube.com/channel/UCNNA7Az1NLpmd7bTbfbG-lA",85,491,418
Radiant Waxing,https://www.entrepreneur.com/franchises/directory/radiant-waxing/334323,"https://www.facebook.com/radiantwaxing,https://twitter.com/radiantwaxing,https://www.linkedin.com/company/radiant-waxing-salons,https://www.instagram.com/radiantwaxing",64,493,493
MassageLuXe,https://www.entrepreneur.com/franchises/directory/massageluxe/334142,"https://www.facebook.com/massageluxe,https://twitter.com/massageluxe,https://www.linkedin.com/company/massageluxe,https://www.instagram.com/massageluxespa,https://www.youtube.com/channel/UCm58LzRU4QSB7-A_kAwsyGQ",71,495,450
Waxing The City,https://www.entrepreneur.com/franchises/directory/waxing-the-city/334276,"https://www.facebook.com/waxingthecity,https://twitter.com/waxingthecity,https://www.linkedin.com/company/waxingthecity,https://www.instagram.com/waxingthecity,https://www.youtube.com/waxingthecity,https://www.pinterest.com/waxingthecity",125,496,448
Mosquito Hunters,https://www.entrepreneur.com/franchises/directory/mosquito-hunters/335589,"https://www.facebook.com/mosquitohunters,https://twitter.com/mosquitohunters,https://www.linkedin.com/company/mosquito-hunters,https://www.instagram.com/mosquitohunters,https://www.youtube.com/channel/UCvVCEpAagDwB2uZLNb3Pldg,https://www.pinterest.com/mosquitohunters/",133,497,292
Chicken Salad Chick,https://www.entrepreneur.com/franchises/directory/chicken-salad-chick/334759,"https://www.facebook.com/chickensaladchick,https://twitter.com/chickensaladchi,https://www.linkedin.com/company/chicken-salad-chick,https://www.instagram.com/chickensaladchick",220,498,464
Motto Mortgage,https://www.entrepreneur.com/franchises/directory/motto-mortgage/335510,"https://www.facebook.com/mottomortgage,https://twitter.com/mottomortgage,https://www.linkedin.com/company/motto-mortgage,https://www.instagram.com/mottomortgage,https://www.youtube.com/c/mottomortgage",205,403,306
Totally Nutz,https://www.entrepreneur.com/franchises/directory/totally-nutz/335108,"https://www.facebook.com/totallynutzcorp,https://twitter.com/totallynutzcorp,https://www.linkedin.com/company/totallynutzfranchise,https://www.instagram.com/totallynutzfranchise,https://www.youtube.com/channel/UC-PVb8Lld_BShL-azD1D5uw,https://www.pinterest.com/totally_nutz",72,406,357
Network In Action,https://www.entrepreneur.com/franchises/directory/network-in-action/335689,"https://www.facebook.com/networkinaction,https://twitter.com/networkinaction,https://www.linkedin.com/company/network-in-action-international,https://www.youtube.com/channel/UCa7Lr_J1meczgtCIg7O4zyw",80,499,456
ComForCare,https://www.entrepreneur.com/franchises/directory/comforcare/299700,"https://www.facebook.com/comforcarecorporate,https://twitter.com/comforcare,https://www.linkedin.com/company/comforcarehomecare,https://www.instagram.com/comforcare_franchise_systems,https://www.youtube.com/user/comforcarecorp",222,402,311
Ramada by Wyndham,https://www.entrepreneur.com/franchises/directory/ramada-by-wyndham/282743,"https://www.facebook.com/ramada,https://twitter.com/ramadaworldwide,https://www.instagram.com/ramadabywyndham",850,408,401
Fitness Machine Technicians (FMT),https://www.entrepreneur.com/franchises/directory/fitness-machine-technicians-fmt/334154,"https://www.facebook.com/fitnessmachinetechnicians,https://www.linkedin.com/company/fmtsupport,https://www.instagram.com/fitmachinetechs",46,404,291
Combo Kitchen,https://www.entrepreneur.com/franchises/directory/combo-kitchen/336081,https://www.instagram.com/combokitchen,106,410,500
Surface Experts,https://www.entrepreneur.com/franchises/directory/surface-experts/336160,"https://www.facebook.com/surfacexperts,https://twitter.com/surface_experts,https://www.linkedin.com/company/surface-experts,https://www.instagram.com/surfaceexperts,https://www.youtube.com/channel/UC_N7VyFiGnLMUrCVvoO84cw,https://www.pinterest.com/surfaceexperts123",59,401,467
Eye Level Learning Centers,https://www.entrepreneur.com/franchises/directory/eye-level-learning-centers/316645,"https://www.facebook.com/eyeleveleducation,https://twitter.com/myeyelevel,https://www.instagram.com/eyeleveleducation,https://www.youtube.com/myeyelevel","1,311",500,407
Money Pages,https://www.entrepreneur.com/franchises/directory/money-pages/334820,"https://www.facebook.com/moneypagesfranchising,https://twitter.com/mpfranchising,https://www.linkedin.com/company/money-pages-franchising-group-llc,https://www.instagram.com/moneypagesfranchising,https://www.youtube.com/channel/UCEk1wbdDqkpYjE42mJIP1bw/videos",31,412,337
Golden Corral,https://www.entrepreneur.com/franchises/directory/golden-corral/282380,"https://www.facebook.com/goldencorral,https://www.linkedin.com/company/golden-corral",368,411,90
Fiesta Auto Insurance and Tax,https://www.entrepreneur.com/franchises/directory/fiesta-auto-insurance-and-tax/329365,"https://www.facebook.com/fiestainsurance,https://twitter.com/fiestaautoinsur,https://www.linkedin.com/company/fiesta-insurance-franchise-corporation",244,413,246
D1 Training,https://www.entrepreneur.com/franchises/directory/d1-training/335542,"https://www.facebook.com/d1sports,https://twitter.com/d1sports,https://www.linkedin.com/company/d1-sports-training,https://www.instagram.com/d1sports,https://www.youtube.com/channel/UC60WR1UAL-SeMK_Csbcwphg",77,416,481
Any Lab Test Now,https://www.entrepreneur.com/franchises/directory/any-lab-test-now/334569,"https://www.facebook.com/anylabtestnowcorp,https://twitter.com/altncorp,https://www.linkedin.com/company/any-lab-test-now,https://www.instagram.com/anylabtestnowcorp,https://www.youtube.com/anylabtestnowtv",215,409,439
SpeeDee Oil Change & Auto Service,https://www.entrepreneur.com/franchises/directory/speedee-oil-change-auto-service/332237,"https://www.facebook.com/SpeeDeeOilChangeAndAutoService,https://twitter.com/speedeeoilauto,https://www.linkedin.com/company/speedee-oil-change-and-auto-service,https://www.instagram.com/speedeeworldwide",132,415,407
Amazing Lash Studio,https://www.entrepreneur.com/franchises/directory/amazing-lash-studio/334605,"https://www.facebook.com/amazinglashstudio,https://twitter.com/amazinglash,https://www.linkedin.com/company/amazing-lash-studio,https://www.instagram.com/amazinglashstudio,https://www.youtube.com/channel/UC3afdXCbx99h7fxs0VMApxg",267,414,288
Marble Slab Creamery,https://www.entrepreneur.com/franchises/directory/marble-slab-creamery/282561,"https://www.facebook.com/marbleslabcreamery,https://twitter.com/marbleslab,https://www.instagram.com/marbleslabcreamery",367,420,311
Pizza Factory,https://www.entrepreneur.com/franchises/directory/pizza-factory/282695,"https://www.facebook.com/pizzafactoryinc,https://twitter.com/pizzafactoryinc,https://www.linkedin.com/company/pizzafactoryinc,https://www.instagram.com/pizzafactoryinc",104,423,470
